Section,Element,Category,Property,Value
"v2 - Tier Selection (post-feedback)","HDR and Dolby 5.1 surround sound","Typography","lineHeight","21px"
"v2 - Tier Selection (post-feedback)","HDR and Dolby 5.1 surround sound","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","HDR and Dolby 5.1 surround sound","Typography","textAlign","LEFT"
"v2 - Tier Selection (post-feedback)","HDR and Dolby 5.1 surround sound","Typography","color","#f9fafa"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","content","185+ fights a year from the best promoters"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","fontFamily","DAZN Oscine"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","fontSize","14px"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","fontWeight","400"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","lineHeight","21px"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","textAlign","LEFT"
"v2 - Tier Selection (post-feedback)","185+ fights a year from the best promoters","Typography","color","#f9fafa"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","content","BEST ALL Inclusive Boxing plan"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","fontFamily","DAZN Oscine"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","fontSize","11px"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","fontWeight","700"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","lineHeight","16px"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","textAlign","CENTER"
"v2 - Tier Selection (post-feedback)","Save £179.89 ","Typography","color","#080e12"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","content","See more options to buy"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","fontFamily","DAZN Oscine"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","fontSize","14px"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","fontWeight","400"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","lineHeight","18.031999588012695px"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","textAlign","LEFT"
"v2 - Tier Selection (post-feedback)","See more options to buy","Typography","color",""
"v2 - Tier Selection (post-feedback)","title","Typography","content","Choose your plan"
"v2 - Tier Selection (post-feedback)","title","Typography","fontFamily","DAZN Oscine"
"v2 - Tier Selection (post-feedback)","title","Typography","fontSize","16px"
"v2 - Tier Selection (post-feedback)","title","Typography","fontWeight","700"
"v2 - Tier Selection (post-feedback)","title","Typography","lineHeight","24.799999237060547px"
"v2 - Tier Selection (post-feedback)","title","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","title","Typography","textAlign","CENTER"
"v2 - Tier Selection (post-feedback)","title","Typography","color","#f9fafa"
"v2 - Tier Selection (post-feedback)","Time","Typography","content","15:45"
"v2 - Tier Selection (post-feedback)","Time","Typography","fontFamily","SF Pro Text"
"v2 - Tier Selection (post-feedback)","Time","Typography","fontSize","15px"
"v2 - Tier Selection (post-feedback)","Time","Typography","fontWeight","600"
"v2 - Tier Selection (post-feedback)","Time","Typography","lineHeight","17.900390625px"
"v2 - Tier Selection (post-feedback)","Time","Typography","letterSpacing","-0.2800000011920929"
"v2 - Tier Selection (post-feedback)","Time","Typography","textAlign","CENTER"
"v2 - Tier Selection (post-feedback)","Time","Typography","color","#ffffff"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","content","􀆉"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","fontFamily","SF Pro"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","fontSize","22px"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","fontWeight","510"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","lineHeight","42px"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","textAlign","CENTER"
"v2 - Tier Selection (post-feedback)","􀆇","Typography","color","#ffffff"
"v2 - Tier Selection (post-feedback)","domain","Typography","content","dazn.com"
"v2 - Tier Selection (post-feedback)","domain","Typography","fontFamily","SF Pro Text"
"v2 - Tier Selection (post-feedback)","domain","Typography","fontSize","17px"
"v2 - Tier Selection (post-feedback)","domain","Typography","fontWeight","500"
"v2 - Tier Selection (post-feedback)","domain","Typography","lineHeight","20.287109375px"
"v2 - Tier Selection (post-feedback)","domain","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","domain","Typography","textAlign","CENTER"
"v2 - Tier Selection (post-feedback)","domain","Typography","color","#ffffff"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","content","􀍠"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","fontFamily","SF Compact"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","fontSize","23px"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","fontWeight","350"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","lineHeight","27.447265625px"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","letterSpacing","0"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","textAlign","CENTER"
"v2 - Tier Selection (post-feedback)","􀓔","Typography","color","#ffffff"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","paddingTop","140px"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","paddingBottom","0px"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","paddingLeft","16px"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","paddingRight","16px"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","gap","20px"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","borderRadius","0px"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","width","375"
"v2 - Tier Selection (post-feedback)","Slot/Body","Spacing","height","1229"
"v2 - Tier Selection (post-feedback)",".radio btn","Spacing","paddingTop","16px"
"v2 - Tier Selection (post-feedback)",".radio btn","Spacing","paddingBottom","16px"
"v2 - Tier Selection (post-feedback)",".radio btn","Spacing","paddingLeft","16px"
"v2 - Tier Selection (post-feedback)",".radio btn","Spacing","paddingRight","16px"
"v2 - Tier Selection (post-feedback)",".radio btn","Spacing","gap","12px"
